keep only galaxy by harvic,/shop/products->/shop/products#filter by brand{'filter by brand'= 'galaxy by harvic'|1|'galaxy by harvic')}
enter 23678 as zip code texas as state chicago as city 2345 s oakley blvd as street address smith as last name and david as first name,/checkout/shipping-information->/checkout/shipping-options#continue{'address city'= 'chicago'|0|'chicago'; 'address state'= 'tx'|1|'texas'; 'zip code'= '23678'|0|'23678'; 'last name'= 'smith'|0|'smith'; 'first name'= 'david'|0|'david'; 'address line'= '2345 s oakley blvd'|0|'2345 s oakley blvd')}
Submit order with credit card number 3.46e15 and visa card type  and security code 234 expiration year as 2019 and expiration month as 03,/checkout/payment->/checkout/complete#continue{'card expiration month'= '3'|1|'03'; 'card number'= '3.46e+15'|0|'3.46e+15'; 'credit card type'= 'visa'|1|'visa'; 'card expiration year'= '2019'|1|'2019'; 'card security code'= '234'|0|'234')}
my details are  70745 as zip code new york as state  los angeles as city 2345 s oakley blvd as address marron as surname and david as first name,/checkout/shipping-information->/checkout/shipping-options#continue{'address city'= 'los angeles'|0|'los angeles'; 'address state'= 'ny'|1|'new york'; 'zip code'= '70745'|0|'70745'; 'last name'= 'marron'|0|'marron'; 'first name'= 'david'|0|'david'; 'address line'= '2345 s oakley blvd'|0|'2345 s oakley blvd')}
enter 98005 as zip code massachusets as state chicago as city 1203 n morgan st as street address brown as last name and david as first name,/checkout/shipping-information->/checkout/shipping-options#continue{'address city'= 'chicago'|0|'chicago'; 'address state'= 'ma'|1|'massachusets'; 'zip code'= '98005'|0|'98005'; 'last name'= 'brown'|0|'brown'; 'first name'= 'david'|0|'david'; 'address line'= '1203 n morgan st'|0|'1203 n morgan st')}
show me only 2xl results,/shop/products->/shop/products#filter by size range{'filter by size range'= 'xxl'|1|'2xl')}
Submit order with credit card number 3.46e15 and visa card type  and security code 111 expiration year as 2020 and expiration month as sep,/checkout/payment->/checkout/complete#continue{'card expiration month'= '9'|1|'sep'; 'card number'= '3.46e+15'|0|'3.46e+15'; 'credit card type'= 'visa'|1|'visa'; 'card expiration year'= '2020'|1|'2020'; 'card security code'= '111'|0|'111')}
show me only rain jacket items,/shop/products->/shop/products#filter by style{'filter by style'= 'rain jacket'|1|'rain jacket')}
Pay with my credit card number 1.23e15  and type discover and security code 654,/checkout/payment->/checkout/complete#continue{'card number'= '1.23e+15'|0|'1.23e+15'; 'credit card type'= 'discover'|1|'discover'; 'card security code'= '654'|0|'654')}
Pay with my credit card number 3.46e15  and type visa and security code 234,/checkout/payment->/checkout/complete#continue{'card number'= '3.46e+15'|0|'3.46e+15'; 'credit card type'= 'visa'|1|'visa'; 'card security code'= '234'|0|'234')}
